08/06/2016	A+M	UP	242.3082
09/06/2016	A+M	UP	281.6452
10/06/2016	A+M	UP	331.6003
11/06/2016	A+M	UP	396.4488
12/06/2016	A+M	UP	482.9012
13/06/2016	A+M	UP	602.0138
14/06/2016	A+M	UP	726.5806
15/06/2016	A+M	UP	798.5139
16/06/2016	A+M	UP	726.5806
17/06/2016	A+M	UP	602.0138
18/06/2016	A+M	UP	482.9012
19/06/2016	A+M	UP	396.4488
20/06/2016	A+M	UP	331.6003
21/06/2016	A+M	UP	281.6452
22/06/2016	A+M	UP	242.3082
23/06/2016	A+M	UP	210.7551
24/06/2016	A+M	UP	185.0439
25/06/2016	A+M	UP	163.8063
26/06/2016	A+M	UP	146.0544
27/06/2016	A+M	UP	131.0604
28/06/2016	A+M	UP	118.2779
29/06/2016	A+M	UP	107.2899
30/06/2016	A+M	UP	97.7739
01/07/2016	A+M	UP	89.477
02/07/2016	A+M	UP	82.1985
03/07/2016	A+M	UP	75.7775
04/07/2016	A+M	UP	70.084
05/07/2016	A+M	UP	65.0116
06/07/2016	A+M	UP	60.4728
07/07/2016	A+M	UP	56.395
08/07/2016	A+M	UP	52.7177
09/07/2016	A+M	UP	49.39
10/07/2016	A+M	UP	46.3686
11/07/2016	A+M	UP	43.6171
12/07/2016	A+M	UP	41.1042
13/07/2016	A+M	UP	38.803
14/07/2016	A+M	UP	36.6902
15/07/2016	A+M	UP	34.7458
16/07/2016	A+M	UP	32.9524
17/07/2016	A+M	UP	31.2947
18/07/2016	A+M	UP	29.7592
19/07/2016	A+M	UP	28.3343
20/07/2016	A+M	UP	27.0096
21/07/2016	A+M	UP	25.7757
22/07/2016	A+M	UP	24.6248
23/07/2016	A+M	UP	23.5493
24/07/2016	A+M	UP	22.5429
25/07/2016	A+M	UP	21.5998
26/07/2016	A+M	UP	20.7148
27/07/2016	A+M	UP	19.8831
28/07/2016	A+M	UP	19.1006
29/07/2016	A+M	UP	18.3635
30/07/2016	A+M	UP	17.6683
31/07/2016	A+M	UP	17.0119
01/08/2016	A+M	UP	16.3915
02/08/2016	A+M	UP	15.8044
03/08/2016	A+M	UP	15.2483
04/08/2016	A+M	UP	14.7212
05/08/2016	A+M	UP	14.2209
06/08/2016	A+M	UP	13.7457
07/08/2016	A+M	UP	13.294
08/08/2016	A+M	UP	12.8642
09/08/2016	A+M	UP	12.455
10/08/2016	A+M	UP	12.065
11/08/2016	A+M	UP	11.693
12/08/2016	A+M	UP	11.338
13/08/2016	A+M	UP	9.0426
14/08/2016	A+M	UP	6.6526
15/08/2016	A+M	UP	4.2566
16/08/2016	A+M	UP	2.0131
17/08/2016	A+M	UP	0
18/08/2016	A+M	UP	0
19/08/2016	A+M	UP	0
20/08/2016	A+M	UP	0
21/08/2016	A+M	UP	0
22/08/2016	A+M	UP	0
23/08/2016	A+M	UP	0
24/08/2016	A+M	UP	0
25/08/2016	A+M	UP	0
26/08/2016	A+M	UP	0
27/08/2016	A+M	UP	0
28/08/2016	A+M	UP	0
29/08/2016	A+M	UP	0
30/08/2016	A+M	UP	0
31/08/2016	A+M	UP	0
01/09/2016	A+M	UP	0
02/09/2016	A+M	UP	0
03/09/2016	A+M	UP	0
04/09/2016	A+M	UP	0
05/09/2016	A+M	UP	0
06/09/2016	A+M	UP	0
07/09/2016	A+M	UP	0
08/09/2016	A+M	UP	0
09/09/2016	A+M	UP	0
10/09/2016	A+M	UP	0
11/09/2016	A+M	UP	0
12/09/2016	A+M	UP	0
13/09/2016	A+M	UP	0
14/09/2016	A+M	UP	0
15/09/2016	A+M	UP	0
16/09/2016	A+M	UP	0
17/09/2016	A+M	UP	0
18/09/2016	A+M	UP	0
19/09/2016	A+M	UP	0
20/09/2016	A+M	UP	0
21/09/2016	A+M	UP	0
22/09/2016	A+M	UP	0
23/09/2016	A+M	UP	0
24/09/2016	A+M	UP	0
25/09/2016	A+M	UP	0
26/09/2016	A+M	UP	0
27/09/2016	A+M	UP	0
28/09/2016	A+M	UP	0
29/09/2016	A+M	UP	0
30/09/2016	A+M	UP	0
01/10/2016	A+M	UP	0
02/10/2016	A+M	UP	0
03/10/2016	A+M	UP	0
04/10/2016	A+M	UP	0
05/10/2016	A+M	UP	0
06/10/2016	A+M	UP	0
07/10/2016	A+M	UP	0
08/10/2016	A+M	UP	0
09/10/2016	A+M	UP	0
10/10/2016	A+M	UP	0
11/10/2016	A+M	UP	0
12/10/2016	A+M	UP	0
13/10/2016	A+M	UP	0
14/10/2016	A+M	UP	0
15/10/2016	A+M	UP	0
16/10/2016	A+M	UP	0
17/10/2016	A+M	UP	0
18/10/2016	A+M	UP	0
19/10/2016	A+M	UP	0
20/10/2016	A+M	UP	0
21/10/2016	A+M	UP	0
22/10/2016	A+M	UP	0
23/10/2016	A+M	UP	0
24/10/2016	A+M	UP	0
25/10/2016	A+M	UP	0
26/10/2016	A+M	UP	0
27/10/2016	A+M	UP	0
28/10/2016	A+M	UP	0
29/10/2016	A+M	UP	0
30/10/2016	A+M	UP	0
31/10/2016	A+M	UP	0
01/11/2016	A+M	UP	0
02/11/2016	A+M	UP	0
03/11/2016	A+M	UP	0
04/11/2016	A+M	UP	0
05/11/2016	A+M	UP	0
06/11/2016	A+M	UP	0
07/11/2016	A+M	UP	0
08/11/2016	A+M	UP	0
09/11/2016	A+M	UP	0
10/11/2016	A+M	UP	0
11/11/2016	A+M	UP	0
12/11/2016	A+M	UP	0
13/11/2016	A+M	UP	0
14/11/2016	A+M	UP	0
15/11/2016	A+M	UP	0
16/11/2016	A+M	UP	0
17/11/2016	A+M	UP	0
18/11/2016	A+M	UP	0
19/11/2016	A+M	UP	0
20/11/2016	A+M	UP	0
21/11/2016	A+M	UP	0
22/11/2016	A+M	UP	0
23/11/2016	A+M	UP	0
24/11/2016	A+M	UP	0
25/11/2016	A+M	UP	0
26/11/2016	A+M	UP	0
27/11/2016	A+M	UP	0
28/11/2016	A+M	UP	0
29/11/2016	A+M	UP	0
30/11/2016	A+M	UP	0
01/12/2016	A+M	UP	0
02/12/2016	A+M	UP	0
03/12/2016	A+M	UP	0
04/12/2016	A+M	UP	0
05/12/2016	A+M	UP	0
06/12/2016	A+M	UP	0
07/12/2016	A+M	UP	0
08/12/2016	A+M	UP	0
09/12/2016	A+M	UP	0
10/12/2016	A+M	UP	0
11/12/2016	A+M	UP	0
12/12/2016	A+M	UP	0
13/12/2016	A+M	UP	0
14/12/2016	A+M	UP	0
15/12/2016	A+M	UP	0
16/12/2016	A+M	UP	0
17/12/2016	A+M	UP	0
18/12/2016	A+M	UP	0
19/12/2016	A+M	UP	0
20/12/2016	A+M	UP	0
21/12/2016	A+M	UP	0
22/12/2016	A+M	UP	0
23/12/2016	A+M	UP	0
24/12/2016	A+M	UP	0
25/12/2016	A+M	UP	0
26/12/2016	A+M	UP	0
27/12/2016	A+M	UP	0
28/12/2016	A+M	UP	0
29/12/2016	A+M	UP	0
30/12/2016	A+M	UP	0
31/12/2016	A+M	UP	0
01/01/2017	A+M	UP	0
02/01/2017	A+M	UP	0
03/01/2017	A+M	UP	0
04/01/2017	A+M	UP	0
05/01/2017	A+M	UP	0
06/01/2017	A+M	UP	0
07/01/2017	A+M	UP	0
08/01/2017	A+M	UP	0
09/01/2017	A+M	UP	0
10/01/2017	A+M	UP	0
11/01/2017	A+M	UP	0
12/01/2017	A+M	UP	0
13/01/2017	A+M	UP	0
14/01/2017	A+M	UP	0
15/01/2017	A+M	UP	0
16/01/2017	A+M	UP	0
17/01/2017	A+M	UP	0
18/01/2017	A+M	UP	0
19/01/2017	A+M	UP	0
20/01/2017	A+M	UP	0
21/01/2017	A+M	UP	0
22/01/2017	A+M	UP	0
23/01/2017	A+M	UP	0
24/01/2017	A+M	UP	0
25/01/2017	A+M	UP	0
26/01/2017	A+M	UP	0
27/01/2017	A+M	UP	0
28/01/2017	A+M	UP	0
29/01/2017	A+M	UP	0
30/01/2017	A+M	UP	0
31/01/2017	A+M	UP	0
01/02/2017	A+M	UP	0
02/02/2017	A+M	UP	0
03/02/2017	A+M	UP	0
04/02/2017	A+M	UP	0
05/02/2017	A+M	UP	0
06/02/2017	A+M	UP	0
07/02/2017	A+M	UP	0
08/02/2017	A+M	UP	0
09/02/2017	A+M	UP	0
10/02/2017	A+M	UP	0
11/02/2017	A+M	UP	0
12/02/2017	A+M	UP	0
13/02/2017	A+M	UP	0
14/02/2017	A+M	UP	0
15/02/2017	A+M	UP	0
16/02/2017	A+M	UP	0
17/02/2017	A+M	UP	0
18/02/2017	A+M	UP	0
19/02/2017	A+M	UP	0
20/02/2017	A+M	UP	0
21/02/2017	A+M	UP	0
22/02/2017	A+M	UP	0
23/02/2017	A+M	UP	0
24/02/2017	A+M	UP	0
25/02/2017	A+M	UP	0
26/02/2017	A+M	UP	0
27/02/2017	A+M	UP	0
28/02/2017	A+M	UP	0
01/03/2017	A+M	UP	0
02/03/2017	A+M	UP	0
03/03/2017	A+M	UP	0
04/03/2017	A+M	UP	0
05/03/2017	A+M	UP	0
06/03/2017	A+M	UP	0
07/03/2017	A+M	UP	0
08/03/2017	A+M	UP	0
09/03/2017	A+M	UP	0
10/03/2017	A+M	UP	0
11/03/2017	A+M	UP	0
12/03/2017	A+M	UP	0
13/03/2017	A+M	UP	0
14/03/2017	A+M	UP	0
15/03/2017	A+M	UP	0
16/03/2017	A+M	UP	0
17/03/2017	A+M	UP	0
18/03/2017	A+M	UP	0
19/03/2017	A+M	UP	0
20/03/2017	A+M	UP	0
21/03/2017	A+M	UP	0
22/03/2017	A+M	UP	0
23/03/2017	A+M	UP	0
24/03/2017	A+M	UP	0
25/03/2017	A+M	UP	0
26/03/2017	A+M	UP	0
27/03/2017	A+M	UP	0
28/03/2017	A+M	UP	0
29/03/2017	A+M	UP	0
30/03/2017	A+M	UP	0
31/03/2017	A+M	UP	0
01/04/2017	A+M	UP	0
02/04/2017	A+M	UP	0
03/04/2017	A+M	UP	0
04/04/2017	A+M	UP	0
05/04/2017	A+M	UP	0
06/04/2017	A+M	UP	0
07/04/2017	A+M	UP	0
08/04/2017	A+M	UP	0
09/04/2017	A+M	UP	0
10/04/2017	A+M	UP	0
11/04/2017	A+M	UP	0
12/04/2017	A+M	UP	0
13/04/2017	A+M	UP	0
14/04/2017	A+M	UP	0
15/04/2017	A+M	UP	0
16/04/2017	A+M	UP	0
17/04/2017	A+M	UP	0
18/04/2017	A+M	UP	0
19/04/2017	A+M	UP	0
20/04/2017	A+M	UP	0
21/04/2017	A+M	UP	0
22/04/2017	A+M	UP	0
23/04/2017	A+M	UP	0
24/04/2017	A+M	UP	0
25/04/2017	A+M	UP	0
26/04/2017	A+M	UP	0
27/04/2017	A+M	UP	0
28/04/2017	A+M	UP	0
29/04/2017	A+M	UP	0
30/04/2017	A+M	UP	0
01/05/2017	A+M	UP	0
02/05/2017	A+M	UP	0
03/05/2017	A+M	UP	0
04/05/2017	A+M	UP	0
05/05/2017	A+M	UP	0
06/05/2017	A+M	UP	0
07/05/2017	A+M	UP	0
08/05/2017	A+M	UP	0
09/05/2017	A+M	UP	0
10/05/2017	A+M	UP	0
11/05/2017	A+M	UP	0
12/05/2017	A+M	UP	0
13/05/2017	A+M	UP	0
14/05/2017	A+M	UP	0
