Year	Edad	MinEdad	Sexo	Millares
2001	20 a 24	20	Mujeres	1603743.6719
2001	25 a 29	25	Hombres	1771122.4063
2001	25 a 29	25	Mujeres	1697149.9375
2001	30 a 34	30	Hombres	1702764.7344
2001	30 a 34	30	Mujeres	1653738.9375
2001	35 a 39	35	Hombres	1625229.4219
2001	35 a 39	35	Mujeres	1610632.7969
2001	40 a 44	40	Hombres	1478949.2969
2001	40 a 44	40	Mujeres	1484409.5313
2001	45 a 49	45	Hombres	1271511.5313
2001	45 a 49	45	Mujeres	1281792.6563
2001	50 a 54	50	Hombres	1191446.5469
2001	50 a 54	50	Mujeres	1221049.1094
2001	55 a 59	55	Hombres	1048687.7813
2001	55 a 59	55	Mujeres	1094247.0313
2001	60 a 64	60	Hombres	913276.1406
2001	60 a 64	60	Mujeres	1000534.2813
2001	65 a 69	65	Hombres	972143.7344
2001	65 a 69	65	Mujeres	1109469.7656
2001	70 a 74	70	Hombres	810579.8438
2001	70 a 74	70	Mujeres	1009273.3438
2001	75 a 79	75	Hombres	582816.2188
2001	75 a 79	75	Mujeres	820849.5469
2001	80 a 84	80	Hombres	299128.6094
2001	80 a 84	80	Mujeres	536762.7813
2001	85 y más	85	Hombres	207440.0313
2001	85 y más	85	Mujeres	478187.9531
2002	0 a 4	0	Hombres	994873.0467
2002	0 a 4	0	Mujeres	943682.8042
2002	5 a 9	5	Hombres	980573.1395
2002	5 a 9	5	Mujeres	929824.1628
2002	10 a 14	10	Hombres	1081363.7702
2002	10 a 14	10	Mujeres	1022720.5747
2002	15 a 19	15	Hombres	1261909.1547
2002	15 a 19	15	Mujeres	1199049.4063
2002	20 a 24	20	Hombres	1633173.1918
2002	20 a 24	20	Mujeres	1555448.7485
2002	25 a 29	25	Hombres	1805963.9049
2002	25 a 29	25	Mujeres	1725380.8908
2002	30 a 34	30	Hombres	1731463.7532
2002	30 a 34	30	Mujeres	1672708.7412
2002	35 a 39	35	Hombres	1668854.7787
2002	35 a 39	35	Mujeres	1646012.0533
2002	40 a 44	40	Hombres	1524690.5071
2002	40 a 44	40	Mujeres	1528557.4337
2002	45 a 49	45	Hombres	1310360.0214
2002	45 a 49	45	Mujeres	1321360.2545
2002	50 a 54	50	Hombres	1208138.5489
2002	50 a 54	50	Mujeres	1235419.3168
2002	55 a 59	55	Hombres	1091329.8422
2002	55 a 59	55	Mujeres	1142068.6731
2002	60 a 64	60	Hombres	882826.3223
2002	60 a 64	60	Mujeres	956971.0304
2002	65 a 69	65	Hombres	976057.779
2002	65 a 69	65	Mujeres	1118645.9968
2002	70 a 74	70	Hombres	826514.1737
2002	70 a 74	70	Mujeres	1022228.6817
2002	75 a 79	75	Hombres	601733.6983
2002	75 a 79	75	Mujeres	846348.4055
2002	80 a 84	80	Hombres	323517.7981
2002	80 a 84	80	Mujeres	560805.4819
2002	85 y más	85	Hombres	212178.3772
2002	85 y más	85	Mujeres	492516.3955
2003	0 a 4	0	Hombres	1037488.749
2003	0 a 4	0	Mujeres	982582.9241
2003	5 a 9	5	Hombres	984217.6807
2003	5 a 9	5	Mujeres	932943.6789
2003	10 a 14	10	Hombres	1087127.7944
2003	10 a 14	10	Mujeres	1028855.9954
2003	15 a 19	15	Hombres	1232595.6531
2003	15 a 19	15	Mujeres	1169496.7802
2003	20 a 24	20	Hombres	1611233.1558
2003	20 a 24	20	Mujeres	1533680.3092
2003	25 a 29	25	Hombres	1870480.0736
2003	25 a 29	25	Mujeres	1771775.5027
2003	30 a 34	30	Hombres	1797550.4786
2003	30 a 34	30	Mujeres	1716463.2499
2003	35 a 39	35	Hombres	1734596.4302
2003	35 a 39	35	Mujeres	1696787.201
2003	40 a 44	40	Hombres	1574148.6595
2003	40 a 44	40	Mujeres	1568803.9822
2003	45 a 49	45	Hombres	1361374.3232
2003	45 a 49	45	Mujeres	1372619.8272
2003	50 a 54	50	Hombres	1238249.393
2003	50 a 54	50	Mujeres	1262508.6109
2003	55 a 59	55	Hombres	1135942.5613
2003	55 a 59	55	Mujeres	1188205.2849
2003	60 a 64	60	Hombres	887495.198
2003	60 a 64	60	Mujeres	957773.7492
2003	65 a 69	65	Hombres	956502.5963
2003	65 a 69	65	Mujeres	1094079.2783
2003	70 a 74	70	Hombres	851545.2562
2003	70 a 74	70	Mujeres	1048732.3859
2003	75 a 79	75	Hombres	614881.0433
2003	75 a 79	75	Mujeres	857186.1281
2003	80 a 84	80	Hombres	350154.5929
2003	80 a 84	80	Mujeres	597353.9897
2003	85 y más	85	Hombres	216884.0464
2003	85 y más	85	Mujeres	505519.0674
2004	0 a 4	0	Hombres	1082940.878
2004	0 a 4	0	Mujeres	1025673.1191
2004	5 a 9	5	Hombres	995653.0536
2004	5 a 9	5	Mujeres	943210.1291
2004	10 a 14	10	Hombres	1087599.905
2004	10 a 14	10	Mujeres	1028622.6943
2004	15 a 19	15	Hombres	1213124.6921
2004	15 a 19	15	Mujeres	1150022.6895
2004	20 a 24	20	Hombres	1565195.5832
2004	20 a 24	20	Mujeres	1492834.4121
2004	25 a 29	25	Hombres	1914796.6514
2004	25 a 29	25	Mujeres	1807363.2925
2004	30 a 34	30	Hombres	1859149.0192
2004	30 a 34	30	Mujeres	1760862.187
2004	35 a 39	35	Hombres	1783897.6409
2004	35 a 39	35	Mujeres	1732191.7669
2004	40 a 44	40	Hombres	1626387.4184
2004	40 a 44	40	Mujeres	1611719.8057
2004	45 a 49	45	Hombres	1419602.2575
2004	45 a 49	45	Mujeres	1428585.452
2004	50 a 54	50	Hombres	1246298.5713
2004	50 a 54	50	Mujeres	1267762.6135
2004	55 a 59	55	Hombres	1173136.9053
2004	55 a 59	55	Mujeres	1227265.3935
2004	60 a 64	60	Hombres	943568.139
2004	60 a 64	60	Mujeres	1013315.2634
2004	65 a 69	65	Hombres	915058.7262
2004	65 a 69	65	Mujeres	1045730.3495
2004	70 a 74	70	Hombres	869083.901
2004	70 a 74	70	Mujeres	1064272.2462
2004	75 a 79	75	Hombres	633224.3225
2004	75 a 79	75	Mujeres	880827.2992
2004	80 a 84	80	Hombres	375392.725
2004	80 a 84	80	Mujeres	625362.6631
2004	85 y más	85	Hombres	220471.1069
2004	85 y más	85	Mujeres	517251.3049
2005	0 a 4	0	Hombres	1122869.388
2005	0 a 4	0	Mujeres	1060976.52
2005	5 a 9	5	Hombres	1016029.3961
2005	5 a 9	5	Mujeres	963462.7644
2005	10 a 14	10	Hombres	1078737.2673
2005	10 a 14	10	Mujeres	1019627.3016
2005	15 a 19	15	Hombres	1197780.5758
2005	15 a 19	15	Mujeres	1133436.9161
2005	20 a 24	20	Hombres	1530883.2019
2005	20 a 24	20	Mujeres	1455777.7393
2005	25 a 29	25	Hombres	1940189.3189
2005	25 a 29	25	Mujeres	1819545.4424
2005	30 a 34	30	Hombres	1933425.065
2005	30 a 34	30	Mujeres	1813498.2509
2005	35 a 39	35	Hombres	1826067.0139
2005	35 a 39	35	Mujeres	1755063.9117
2005	40 a 44	40	Hombres	1692347.2009
2005	40 a 44	40	Mujeres	1666122.7963
2005	45 a 49	45	Hombres	1489062.269
2005	45 a 49	45	Mujeres	1492256.3441
2005	50 a 54	50	Hombres	1266570.9712
2005	50 a 54	50	Mujeres	1286202.4303
2005	55 a 59	55	Hombres	1198137.0998
2005	55 a 59	55	Mujeres	1251696.2113
2005	60 a 64	60	Hombres	1022618.7994
2005	60 a 64	60	Mujeres	1094068.4725
2005	65 a 69	65	Hombres	861065.2537
2005	65 a 69	65	Mujeres	984201.1641
2005	70 a 74	70	Hombres	880019.6194
2005	70 a 74	70	Mujeres	1072866.4109
2005	75 a 79	75	Hombres	651198.332
2005	75 a 79	75	Mujeres	899161.8364
2005	80 a 84	80	Hombres	401185.4676
2005	80 a 84	80	Mujeres	660592.5719
2005	85 y más	85	Hombres	227096.619
2005	85 y más	85	Mujeres	532495.1187
2006	0 a 4	0	Hombres	1157999.2287
2006	0 a 4	0	Mujeres	1095357.8933
2006	5 a 9	5	Hombres	1047666.8414
2006	5 a 9	5	Mujeres	992141.6648
2006	10 a 14	10	Hombres	1073227.2604
2006	10 a 14	10	Mujeres	1013876.9576
2006	15 a 19	15	Hombres	1186822.3224
2006	15 a 19	15	Mujeres	1122165.9192
2006	20 a 24	20	Hombres	1489370.1139
2006	20 a 24	20	Mujeres	1416696.2631
2006	25 a 29	25	Hombres	1940981.6684
2006	25 a 29	25	Mujeres	1816874.2522
2006	30 a 34	30	Hombres	2001350.1325
2006	30 a 34	30	Mujeres	1865110.6933
2006	35 a 39	35	Hombres	1878352.7881
2006	35 a 39	35	Mujeres	1786092.1197
2006	40 a 44	40	Hombres	1743864.3554
2006	40 a 44	40	Mujeres	1707024.4173
2006	45 a 49	45	Hombres	1554622.8041
2006	45 a 49	45	Mujeres	1552980.2353
2006	50 a 54	50	Hombres	1308290.4172
2006	50 a 54	50	Mujeres	1327372.1389
2006	55 a 59	55	Hombres	1202816.3294
2006	55 a 59	55	Mujeres	1252421.0503
2006	60 a 64	60	Hombres	1040350.5172
2006	60 a 64	60	Mujeres	1111990.3412
2006	65 a 69	65	Hombres	879448.1427
2006	65 a 69	65	Mujeres	997825.0046
2006	70 a 74	70	Hombres	883053.2746
2006	70 a 74	70	Mujeres	1070064.0953
2006	75 a 79	75	Hombres	673977.791
2006	75 a 79	75	Mujeres	925003.1298
2006	80 a 84	80	Hombres	418457.6263
2006	80 a 84	80	Mujeres	681086.6239
2006	85 y más	85	Hombres	238665.4129
2006	85 y más	85	Mujeres	556568.77
2007	0 a 4	0	Hombres	1198022.2273
2007	0 a 4	0	Mujeres	1130863.7018
2007	5 a 9	5	Hombres	1084533.8154
2007	5 a 9	5	Mujeres	1027635.9615
2007	10 a 14	10	Hombres	1070958.6316
2007	10 a 14	10	Mujeres	1013772.4896
2007	15 a 19	15	Hombres	1185114.3029
2007	15 a 19	15	Mujeres	1118239.4658
2007	20 a 24	20	Hombres	1452958.5737
2007	20 a 24	20	Mujeres	1389553.9323
2007	25 a 29	25	Hombres	1918799.3493
2007	25 a 29	25	Mujeres	1799722.7264
2007	30 a 34	30	Hombres	2065247.453
2007	30 a 34	30	Mujeres	1920128.8725
2007	35 a 39	35	Hombres	1931101.4903
2007	35 a 39	35	Mujeres	1825169.0163
2007	40 a 44	40	Hombres	1802574.9733
2007	40 a 44	40	Mujeres	1753734.5541
2007	45 a 49	45	Hombres	1610906.5238
2007	45 a 49	45	Mujeres	1605080.1857
2007	50 a 54	50	Hombres	1354495.675
2007	50 a 54	50	Mujeres	1373010.9897
2007	55 a 59	55	Hombres	1224184.4804
2007	55 a 59	55	Mujeres	1270994.7118
2007	60 a 64	60	Hombres	1086759.8845
2007	60 a 64	60	Mujeres	1163935.3928
2007	65 a 69	65	Hombres	855930.9716
2007	65 a 69	65	Mujeres	958849.6787
2007	70 a 74	70	Hombres	890248.2207
2007	70 a 74	70	Mujeres	1080356.8308
2007	75 a 79	75	Hombres	692372.1792
2007	75 a 79	75	Mujeres	940128.9935
2007	80 a 84	80	Hombres	436125.444
2007	80 a 84	80	Mujeres	706860.9328
2007	85 y más	85	Hombres	258635.7232
2007	85 y más	85	Mujeres	587650.4447
2008	0 a 4	0	Hombres	1238752.4808
2008	0 a 4	0	Mujeres	1168497.1868
2008	5 a 9	5	Hombres	1121398.6256
2008	5 a 9	5	Mujeres	1061225.2567
2008	10 a 14	10	Hombres	1074925.7994
2008	10 a 14	10	Mujeres	1017571.2711
2008	15 a 19	15	Hombres	1194199.8119
2008	15 a 19	15	Mujeres	1125427.4646
2008	20 a 24	20	Hombres	1438975.3185
2008	20 a 24	20	Mujeres	1374385.5311
2008	25 a 29	25	Hombres	1901995.9977
2008	25 a 29	25	Mujeres	1784185.9472
2008	30 a 34	30	Hombres	2127521.1476
2008	30 a 34	30	Mujeres	1967864.2697
2008	35 a 39	35	Hombres	1993954.8606
2008	35 a 39	35	Mujeres	1867385.9191
2008	40 a 44	40	Hombres	1868744.6868
2008	40 a 44	40	Mujeres	1806585.2783
2008	45 a 49	45	Hombres	1660695.2606
2008	45 a 49	45	Mujeres	1646565.0792
2008	50 a 54	50	Hombres	1406695.1205
2008	50 a 54	50	Mujeres	1424817.832
2008	55 a 59	55	Hombres	1253594.7986
2008	55 a 59	55	Mujeres	1296587.872
2008	60 a 64	60	Hombres	1130267.8516
2008	60 a 64	60	Mujeres	1209825.9701
2008	65 a 69	65	Hombres	861611.2991
2008	65 a 69	65	Mujeres	959233.4428
2008	70 a 74	70	Hombres	874190.3413
2008	70 a 74	70	Mujeres	1057553.2286
2008	75 a 79	75	Hombres	716773.5329
2008	75 a 79	75	Mujeres	966071.8015
2008	80 a 84	80	Hombres	448855.5289
2008	80 a 84	80	Mujeres	718866.9419
2008	85 y más	85	Hombres	278331.5811
2008	85 y más	85	Mujeres	624803.9458
2009	0 a 4	0	Hombres	1275458.5729
2009	0 a 4	0	Mujeres	1199958.7135
2009	5 a 9	5	Hombres	1158304.3564
2009	5 a 9	5	Mujeres	1096845.2281
2009	10 a 14	10	Hombres	1081841.7929
2009	10 a 14	10	Mujeres	1022914.354
2009	15 a 19	15	Hombres	1186636.4567
2009	15 a 19	15	Mujeres	1116715.7239
2009	20 a 24	20	Hombres	1404820.7321
2009	20 a 24	20	Mujeres	1345980.6537
2009	25 a 29	25	Hombres	1833853.5287
2009	25 a 29	25	Mujeres	1732375.9171
2009	30 a 34	30	Hombres	2154043.4699
2009	30 a 34	30	Mujeres	1994527.7748
2009	35 a 39	35	Hombres	2035594.6824
2009	35 a 39	35	Mujeres	1901716.8381
2009	40 a 44	40	Hombres	1910127.0116
2009	40 a 44	40	Mujeres	1838592.4382
2009	45 a 49	45	Hombres	1704782.2997
2009	45 a 49	45	Mujeres	1684801.7475
2009	50 a 54	50	Hombres	1459935.6622
2009	50 a 54	50	Mujeres	1477229.8695
2009	55 a 59	55	Hombres	1257867.5524
2009	55 a 59	55	Mujeres	1297178.8318
2009	60 a 64	60	Hombres	1164485.7394
2009	60 a 64	60	Mujeres	1244714.9452
2009	65 a 69	65	Hombres	913809.0269
2009	65 a 69	65	Mujeres	1012095.1751
2009	70 a 74	70	Hombres	838487.3513
2009	70 a 74	70	Mujeres	1010939.9764
2009	75 a 79	75	Hombres	735045.5189
2009	75 a 79	75	Mujeres	982048.9662
2009	80 a 84	80	Hombres	466387.6054
2009	80 a 84	80	Mujeres	741528.9415
2009	85 y más	85	Hombres	299053.0445
2009	85 y más	85	Mujeres	658570.2046
2010	0 a 4	0	Hombres	1287318.4954
2010	0 a 4	0	Mujeres	1209370.9794
2010	5 a 9	5	Hombres	1185937.4357
2010	5 a 9	5	Mujeres	1120711.8186
2010	10 a 14	10	Hombres	1094596.1185
2010	10 a 14	10	Mujeres	1035857.4461
2010	15 a 19	15	Hombres	1167074.393
2010	15 a 19	15	Mujeres	1097262.4267
2010	20 a 24	20	Hombres	1351382.4874
2010	20 a 24	20	Mujeres	1302649.9905
2010	25 a 29	25	Hombres	1739466.3749
2010	25 a 29	25	Mujeres	1662819.3585
2010	30 a 34	30	Hombres	2120014.3526
2010	30 a 34	30	Mujeres	1979001.1048
2010	35 a 39	35	Hombres	2066005.9592
2010	35 a 39	35	Mujeres	1932267.2583
2010	40 a 44	40	Hombres	1923379.1145
2010	40 a 44	40	Mujeres	1847678.4132
2010	45 a 49	45	Hombres	1751652.8043
2010	45 a 49	45	Mujeres	1728350.4309
2010	50 a 54	50	Hombres	1517995.889
2010	50 a 54	50	Mujeres	1531957.3481
2010	55 a 59	55	Hombres	1269787.6644
2010	55 a 59	55	Mujeres	1308436.8828
2010	60 a 64	60	Hombres	1182524.0986
2010	60 a 64	60	Mujeres	1262722.5662
2010	65 a 69	65	Hombres	986344.7931
2010	65 a 69	65	Mujeres	1088600.4074
2010	70 a 74	70	Hombres	788678.4221
2010	70 a 74	70	Mujeres	949894.6779
2010	75 a 79	75	Hombres	746369.2832
2010	75 a 79	75	Mujeres	991421.2555
2010	80 a 84	80	Hombres	483875.4694
2010	80 a 84	80	Mujeres	759309.6051
2010	85 y más	85	Hombres	319868.7418
2010	85 y más	85	Mujeres	696037.1444
2011	0 a 4	0	Hombres	1289347.4867
2011	0 a 4	0	Mujeres	1209101.3876
2011	5 a 9	5	Hombres	1206430.8061
2011	5 a 9	5	Mujeres	1141408.9662
2011	10 a 14	10	Hombres	1114534.9125
2011	10 a 14	10	Mujeres	1052874.7437
2011	15 a 19	15	Hombres	1148567.0839
2011	15 a 19	15	Mujeres	1079519.4258
2011	20 a 24	20	Hombres	1305492.6637
2011	20 a 24	20	Mujeres	1262774.2404
2011	25 a 29	25	Hombres	1639318.901
2011	25 a 29	25	Mujeres	1586605.2314
2011	30 a 34	30	Hombres	2063850.3458
2011	30 a 34	30	Mujeres	1945034.8198
2011	35 a 39	35	Hombres	2090009.2329
2011	35 a 39	35	Mujeres	1959358.7303
2011	40 a 44	40	Hombres	1945444.4334
2011	40 a 44	40	Mujeres	1862778.0682
2011	45 a 49	45	Hombres	1783445.442
2011	45 a 49	45	Mujeres	1758077.9149
2011	50 a 54	50	Hombres	1570932.0636
2011	50 a 54	50	Mujeres	1583591.9574
2011	55 a 59	55	Hombres	1303615.526
2011	55 a 59	55	Mujeres	1342274.989
2011	60 a 64	60	Hombres	1181935.7915
2011	60 a 64	60	Mujeres	1257853.3608
2011	65 a 69	65	Hombres	1000843.0286
2011	65 a 69	65	Mujeres	1102779.2903
2011	70 a 74	70	Hombres	806554.6369
2011	70 a 74	70	Mujeres	962408.7581
2011	75 a 79	75	Hombres	752521.726
2011	75 a 79	75	Mujeres	990717.0202
2011	80 a 84	80	Hombres	505462.7653
2011	80 a 84	80	Mujeres	785758.3904
2011	85 y más	85	Hombres	341169.4354
2011	85 y más	85	Mujeres	734780.9943
2012	0 a 4	0	Hombres	1278206.1887
2012	0 a 4	0	Mujeres	1198387.2538
2012	5 a 9	5	Hombres	1233541.7294
2012	5 a 9	5	Mujeres	1164267.991
2012	10 a 14	10	Hombres	1133020.3613
2012	10 a 14	10	Mujeres	1069517.6627
2012	15 a 19	15	Hombres	1132170.9457
2012	15 a 19	15	Mujeres	1067240.792
2012	20 a 24	20	Hombres	1272416.1492
2012	20 a 24	20	Mujeres	1231396.8266
2012	25 a 29	25	Hombres	1547932.3893
2012	25 a 29	25	Mujeres	1517981.785
2012	30 a 34	30	Hombres	1981932.6474
2012	30 a 34	30	Mujeres	1887523.4783
2012	35 a 39	35	Hombres	2107350.9858
2012	35 a 39	35	Mujeres	1983868.4261
2012	40 a 44	40	Hombres	1965303.2344
2012	40 a 44	40	Mujeres	1880784.2542
2012	45 a 49	45	Hombres	1820735.4332
2012	45 a 49	45	Mujeres	1790246.3959
2012	50 a 54	50	Hombres	1613014.6705
2012	50 a 54	50	Mujeres	1625272.2384
2012	55 a 59	55	Hombres	1340832.0753
2012	55 a 59	55	Mujeres	1379991.3168
2012	60 a 64	60	Hombres	1197145.2072
2012	60 a 64	60	Mujeres	1270097.3281
2012	65 a 69	65	Hombres	1042213.5788
2012	65 a 69	65	Mujeres	1150245.3206
2012	70 a 74	70	Hombres	785327.7129
2012	70 a 74	70	Mujeres	925266.0278
2012	75 a 79	75	Hombres	760327.5665
2012	75 a 79	75	Mujeres	1000294.7665
2012	80 a 84	80	Hombres	523081.4566
2012	80 a 84	80	Mujeres	801546.5229
2012	85 y más	85	Hombres	364456.4348
2012	85 y más	85	Mujeres	775278.6366
2013	0 a 4	0	Hombres	1250261.8416
2013	0 a 4	0	Mujeres	1172504.052
2013	5 a 9	5	Hombres	1256480.9176
2013	5 a 9	5	Mujeres	1184050.212
2013	10 a 14	10	Hombres	1146097.3886
2013	10 a 14	10	Mujeres	1080604.5421
2013	15 a 19	15	Hombres	1114479.1502
2013	15 a 19	15	Mujeres	1051129.6882
2013	20 a 24	20	Hombres	1241694.8777
2013	20 a 24	20	Mujeres	1201940.3325
2013	25 a 29	25	Hombres	1456220.3083
2013	25 a 29	25	Mujeres	1443412.8424
2013	30 a 34	30	Hombres	1873020.4272
2013	30 a 34	30	Mujeres	1811756.7631
2013	35 a 39	35	Hombres	2093321.0766
2013	35 a 39	35	Mujeres	1983800.6116
2013	40 a 44	40	Hombres	1968656.8601
2013	40 a 44	40	Mujeres	1886012.0975
2013	45 a 49	45	Hombres	1849193.6317
2013	45 a 49	45	Mujeres	1818983.4609
2013	50 a 54	50	Hombres	1636315.9761
2013	50 a 54	50	Mujeres	1648642.2591
2013	55 a 59	55	Hombres	1375659.3464
2013	55 a 59	55	Mujeres	1419283.8732
2013	60 a 64	60	Hombres	1215561.3275
2013	60 a 64	60	Mujeres	1286727.493
2013	65 a 69	65	Hombres	1078145.735
2013	65 a 69	65	Mujeres	1190748.1023
2013	70 a 74	70	Hombres	789592.5731
2013	70 a 74	70	Mujeres	924047.1576
2013	75 a 79	75	Hombres	747103.1505
2013	75 a 79	75	Mujeres	979002.2883
2013	80 a 84	80	Hombres	544043.4656
2013	80 a 84	80	Mujeres	825163.9136
2013	85 y más	85	Hombres	381910.1367
2013	85 y más	85	Mujeres	802322.1835
2014	0 a 4	0	Hombres	1196687.7762
2014	0 a 4	0	Mujeres	1123924.1032
2014	5 a 9	5	Hombres	1277952.8043
2014	5 a 9	5	Mujeres	1200545.4378
2014	10 a 14	10	Hombres	1165623.7229
2014	10 a 14	10	Mujeres	1102219.0113
2014	15 a 19	15	Hombres	1102241.7574
2014	15 a 19	15	Mujeres	1038328.6245
2014	20 a 24	20	Hombres	1207761.038
2014	20 a 24	20	Mujeres	1166855.5428
2014	25 a 29	25	Hombres	1376954.149
2014	25 a 29	25	Mujeres	1372353.4994
2014	30 a 34	30	Hombres	1744290.7385
2014	30 a 34	30	Mujeres	1711916.9635
2014	35 a 39	35	Hombres	2062084.5153
2014	35 a 39	35	Mujeres	1970685.3371
2014	40 a 44	40	Hombres	1968429.1909
2014	40 a 44	40	Mujeres	1890389.9271
2014	45 a 49	45	Hombres	1859982.1795
2014	45 a 49	45	Mujeres	1829883.5473
2014	50 a 54	50	Hombres	1660862.4123
2014	50 a 54	50	Mujeres	1672509.3691
2014	55 a 59	55	Hombres	1416519.6032
2014	55 a 59	55	Mujeres	1461283.0477
2014	60 a 64	60	Hombres	1211424.5062
2014	60 a 64	60	Mujeres	1280467.7132
2014	65 a 69	65	Hombres	1106689.9054
2014	65 a 69	65	Mujeres	1220744.1525
2014	70 a 74	70	Hombres	836504.7009
2014	70 a 74	70	Mujeres	973453.6916
2014	75 a 79	75	Hombres	716562.2087
2014	75 a 79	75	Mujeres	935676.0337
2014	80 a 84	80	Hombres	561171.5105
2014	80 a 84	80	Mujeres	842088.4191
2014	85 y más	85	Hombres	405718.4603
2014	85 y más	85	Mujeres	841413.3405
2015	0 a 4	0	Hombres	1163218.2896
2015	0 a 4	0	Mujeres	1093474.3501
2015	5 a 9	5	Hombres	1281688.9548
2015	5 a 9	5	Mujeres	1202687.1724
2015	10 a 14	10	Hombres	1187484.1331
2015	10 a 14	10	Mujeres	1120525.1349
2015	15 a 19	15	Hombres	1107969.0269
2015	15 a 19	15	Mujeres	1045326.4687
2015	20 a 24	20	Hombres	1181541.097
2015	20 a 24	20	Mujeres	1137759.0623
2015	25 a 29	25	Hombres	1321886.1936
2015	25 a 29	25	Mujeres	1318453.2686
2015	30 a 34	30	Hombres	1642803.2777
2015	30 a 34	30	Mujeres	1627060.8081
2015	35 a 39	35	Hombres	2011296.9559
2015	35 a 39	35	Mujeres	1938493.1636
2015	40 a 44	40	Hombres	1982453.7636
2015	40 a 44	40	Mujeres	1907214.2068
2015	45 a 49	45	Hombres	1861330.5817
2015	45 a 49	45	Mujeres	1829677.7485
2015	50 a 54	50	Hombres	1698889.0902
2015	50 a 54	50	Mujeres	1710108.2294
2015	55 a 59	55	Hombres	1467132.3983
2015	55 a 59	55	Mujeres	1511242.0634
2015	60 a 64	60	Hombres	1219620.8644
2015	60 a 64	60	Mujeres	1288215.515
2015	65 a 69	65	Hombres	1120626.5874
2015	65 a 69	65	Mujeres	1236886.6066
2015	70 a 74	70	Hombres	902509.6973
2015	70 a 74	70	Mujeres	1046518.0825
2015	75 a 79	75	Hombres	673644.9509
2015	75 a 79	75	Mujeres	879421.0379
2015	80 a 84	80	Hombres	573317.4206
2015	80 a 84	80	Mujeres	852247.573
2015	85 y más	85	Hombres	429132.6751
2015	85 y más	85	Mujeres	877708.342
